PAYER_ID,PAYER_NAME,OWNERSHIP,CONTRACT_ID,PAYER_PLAN_ID_RAW,PAYER_SEGMENT_ID_RAW,PLAN_ID_STD,SEGMENT_ID_STD,PI_PLAN_ID_RAW,PI_SEGMENT_ID_RAW,FORMULARY_ID,CONTRACT_NAME,PLAN_NAME,STATE,COUNTY_CODE,PREMIUM,DEDUCTIBLE,SNP,PLAN_SUPPRESSED_YN
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11090,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11100,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11110,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11120,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11130,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11140,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11150,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11160,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11161,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11170,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11180,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11190,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11200,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11210,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11220,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11230,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11240,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11250,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11260,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11270,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11280,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11281,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11290,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11291,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11300,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11310,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11311,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11320,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11330,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11340,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11341,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11350,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11360,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11370,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11380,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11381,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11390,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11400,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11410,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11420,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11421,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11430,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11440,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11441,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11450,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11451,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11460,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11461,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11462,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11470,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11471,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11480,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11490,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11500,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11510,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11520,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11530,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11540,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11550,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11560,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11570,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11580,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11581,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11590,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11591,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11600,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11601,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11610,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11611,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11612,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11620,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11630,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11640,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11650,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11651,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11652,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11660,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11670,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11680,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11690,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11691,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11700,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11701,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11702,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11703,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11710,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11720,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11730,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11740,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11741,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11750,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11760,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11770,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11771,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11772,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11780,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11790,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11800,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11801,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11810,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11811,0.00,450.00,1,N
0133f751-9229-3cfd-815f-b6d4979bdd6a,Aetna,PRIVATE,H5216,246,000,246,000,246,000,00025458,HUMANA INSURANCE COMPANY,HumanaChoice - Diabetes and Heart (PPO C-SNP),GA,11812,0.00,450.00,1,N
